,age_group,partyid_3cat,libcon,trump_therm,harris_therm
3904,55-64,Republican,6. Conservative,95.0,0.0
3905,55-64,Republican,4. Moderate; middle of the road,100.0,0.0
3907,35-44,Republican,6. Conservative,75.0,15.0
3908,35-44,Republican,6. Conservative,85.0,0.0
3909,55-64,Republican,5. Slightly conservative,75.0,0.0
3910,55-64,Republican,6. Conservative,85.0,15.0
3912,55-64,Republican,4. Moderate; middle of the road,40.0,40.0
3913,35-44,Republican,7. Extremely conservative,100.0,0.0
3916,55-64,Democrat,5. Slightly conservative,0.0,30.0
3917,55-64,Republican,4. Moderate; middle of the road,0.0,75.0
3919,55-64,Democrat,4. Moderate; middle of the road,5.0,85.0
3921,55-64,Republican,7. Extremely conservative,100.0,0.0
3922,55-64,Republican,6. Conservative,85.0,0.0
3925,45-54,Republican,4. Moderate; middle of the road,70.0,0.0
3927,25-34,Republican,5. Slightly conservative,60.0,0.0
3929,55-64,Republican,6. Conservative,60.0,30.0
3932,35-44,Republican,7. Extremely conservative,70.0,0.0
3938,25-34,Republican,5. Slightly conservative,85.0,15.0
3940,35-44,Republican,4. Moderate; middle of the road,50.0,50.0
3941,25-34,Republican,4. Moderate; middle of the road,50.0,70.0
3942,55-64,Republican,4. Moderate; middle of the road,100.0,50.0
3949,45-54,Democrat,4. Moderate; middle of the road,0.0,85.0
3950,25-34,Republican,7. Extremely conservative,100.0,0.0
3951,55-64,Republican,4. Moderate; middle of the road,70.0,30.0
3952,45-54,Republican,6. Conservative,100.0,0.0
3954,35-44,Republican,4. Moderate; middle of the road,100.0,15.0
3958,25-34,Republican,5. Slightly conservative,70.0,30.0
3960,55-64,Republican,7. Extremely conservative,85.0,0.0
3961,45-54,Republican,6. Conservative,85.0,15.0
3962,35-44,Republican,6. Conservative,85.0,15.0
3963,35-44,Democrat,3. Slightly liberal,15.0,85.0
3964,25-34,Democrat,2. Liberal,25.0,60.0
3967,45-54,Republican,4. Moderate; middle of the road,70.0,0.0
3968,25-34,Democrat,2. Liberal,0.0,100.0
3969,45-54,Republican,6. Conservative,70.0,30.0
3971,55-64,Republican,3. Slightly liberal,40.0,75.0
3972,65+,Independent,4. Moderate; middle of the road,60.0,40.0
3976,18-24,Republican,6. Conservative,90.0,0.0
3977,18-24,Republican,7. Extremely conservative,100.0,0.0
3980,25-34,Democrat,3. Slightly liberal,0.0,70.0
3982,55-64,Democrat,3. Slightly liberal,0.0,99.0
3985,35-44,Republican,5. Slightly conservative,70.0,0.0
3986,55-64,Independent,6. Conservative,0.0,50.0
3988,25-34,Independent,3. Slightly liberal,10.0,25.0
3992,25-34,Republican,7. Extremely conservative,100.0,0.0
3998,35-44,Republican,6. Conservative,70.0,0.0
3999,55-64,Republican,6. Conservative,60.0,0.0
4001,18-24,Independent,4. Moderate; middle of the road,50.0,0.0
4003,18-24,Democrat,1. Extremely liberal,0.0,100.0
4004,18-24,Democrat,2. Liberal,0.0,70.0
4006,65+,Democrat,4. Moderate; middle of the road,0.0,85.0
4007,35-44,Democrat,2. Liberal,0.0,85.0
4008,25-34,Democrat,2. Liberal,0.0,50.0
4009,35-44,Democrat,4. Moderate; middle of the road,15.0,85.0
4010,25-34,Democrat,5. Slightly conservative,60.0,40.0
4011,35-44,Democrat,1. Extremely liberal,0.0,70.0
4013,35-44,Democrat,1. Extremely liberal,0.0,90.0
4015,35-44,Democrat,2. Liberal,0.0,90.0
4018,18-24,Republican,3. Slightly liberal,85.0,70.0
4019,25-34,Republican,4. Moderate; middle of the road,80.0,15.0
4023,65+,Democrat,3. Slightly liberal,0.0,100.0
4024,55-64,Democrat,2. Liberal,0.0,85.0
4025,25-34,Democrat,1. Extremely liberal,0.0,44.0
4026,18-24,Democrat,4. Moderate; middle of the road,30.0,85.0
4030,45-54,Democrat,2. Liberal,0.0,90.0
4033,45-54,Democrat,4. Moderate; middle of the road,0.0,60.0
4034,55-64,Democrat,4. Moderate; middle of the road,40.0,90.0
4035,65+,Democrat,2. Liberal,0.0,100.0
4037,35-44,Republican,4. Moderate; middle of the road,100.0,0.0
4038,25-34,Republican,5. Slightly conservative,70.0,15.0
4040,25-34,Democrat,1. Extremely liberal,0.0,0.0
4041,18-24,Democrat,2. Liberal,15.0,60.0
4042,25-34,Democrat,1. Extremely liberal,0.0,40.0
4043,25-34,Democrat,2. Liberal,0.0,80.0
4044,18-24,Republican,4. Moderate; middle of the road,53.0,47.0
4051,45-54,Democrat,2. Liberal,0.0,9.0
4055,45-54,Republican,5. Slightly conservative,70.0,50.0
4056,35-44,Democrat,1. Extremely liberal,0.0,100.0
4057,25-34,Democrat,2. Liberal,0.0,30.0
4058,25-34,Democrat,1. Extremely liberal,0.0,95.0
4060,25-34,Democrat,3. Slightly liberal,0.0,95.0
4062,45-54,Democrat,3. Slightly liberal,0.0,100.0
4063,35-44,Democrat,3. Slightly liberal,0.0,70.0
4064,45-54,Democrat,5. Slightly conservative,0.0,55.0
4066,25-34,Democrat,2. Liberal,15.0,85.0
4067,55-64,Democrat,4. Moderate; middle of the road,30.0,60.0
4069,45-54,Democrat,4. Moderate; middle of the road,0.0,85.0
4070,25-34,Republican,6. Conservative,100.0,0.0
4072,25-34,Democrat,6. Conservative,60.0,50.0
4073,18-24,Republican,5. Slightly conservative,70.0,30.0
4076,55-64,Independent,3. Slightly liberal,0.0,55.0
4080,55-64,Democrat,2. Liberal,0.0,85.0
4082,65+,Democrat,1. Extremely liberal,0.0,100.0
4083,55-64,Democrat,2. Liberal,10.0,80.0
4089,35-44,Democrat,2. Liberal,0.0,70.0
4090,18-24,Republican,4. Moderate; middle of the road,7.0,1.0
4091,45-54,Democrat,4. Moderate; middle of the road,0.0,60.0
4093,18-24,Independent,4. Moderate; middle of the road,51.0,30.0
4094,35-44,Democrat,2. Liberal,0.0,100.0
4095,18-24,Republican,4. Moderate; middle of the road,55.0,40.0
4097,55-64,Independent,4. Moderate; middle of the road,40.0,85.0
4099,25-34,Independent,5. Slightly conservative,1.0,1.0
4101,45-54,Republican,6. Conservative,60.0,0.0
4104,35-44,Democrat,3. Slightly liberal,0.0,95.0
4107,25-34,Democrat,2. Liberal,0.0,85.0
4109,55-64,Democrat,4. Moderate; middle of the road,0.0,100.0
4110,25-34,Democrat,2. Liberal,0.0,85.0
4114,18-24,Democrat,2. Liberal,0.0,80.0
4116,55-64,Democrat,2. Liberal,15.0,85.0
4117,18-24,Democrat,2. Liberal,30.0,70.0
4118,25-34,Democrat,4. Moderate; middle of the road,0.0,85.0
4120,25-34,Democrat,2. Liberal,15.0,70.0
4121,55-64,Democrat,4. Moderate; middle of the road,40.0,70.0
4124,25-34,Republican,7. Extremely conservative,100.0,0.0
4126,55-64,Republican,4. Moderate; middle of the road,0.0,60.0
4127,18-24,Democrat,1. Extremely liberal,15.0,60.0
4129,45-54,Democrat,1. Extremely liberal,0.0,0.0
4135,45-54,Democrat,2. Liberal,0.0,95.0
4136,35-44,Democrat,1. Extremely liberal,0.0,80.0
4138,25-34,Democrat,3. Slightly liberal,0.0,60.0
4144,25-34,Democrat,2. Liberal,0.0,55.0
4147,55-64,Republican,4. Moderate; middle of the road,60.0,30.0
4148,25-34,Republican,6. Conservative,70.0,0.0
4151,25-34,Democrat,1. Extremely liberal,0.0,85.0
4152,45-54,Independent,4. Moderate; middle of the road,60.0,0.0
4155,25-34,Democrat,3. Slightly liberal,15.0,80.0
4156,45-54,Democrat,2. Liberal,0.0,85.0
4157,25-34,Democrat,4. Moderate; middle of the road,0.0,70.0
4158,45-54,Republican,4. Moderate; middle of the road,80.0,50.0
4159,35-44,Democrat,4. Moderate; middle of the road,0.0,100.0
4161,55-64,Republican,4. Moderate; middle of the road,30.0,0.0
4162,45-54,Republican,3. Slightly liberal,0.0,50.0
4164,35-44,Democrat,2. Liberal,0.0,70.0
4165,55-64,Democrat,3. Slightly liberal,0.0,85.0
4169,45-54,Democrat,2. Liberal,0.0,85.0
4170,35-44,Democrat,2. Liberal,0.0,60.0
4173,35-44,Republican,5. Slightly conservative,85.0,0.0
4175,55-64,Democrat,4. Moderate; middle of the road,0.0,50.0
4176,45-54,Republican,6. Conservative,85.0,0.0
4178,55-64,Republican,6. Conservative,60.0,15.0
4179,55-64,Democrat,4. Moderate; middle of the road,30.0,40.0
4180,55-64,Democrat,2. Liberal,0.0,90.0
4183,35-44,Republican,4. Moderate; middle of the road,85.0,30.0
4184,45-54,Republican,5. Slightly conservative,85.0,15.0
4186,18-24,Democrat,4. Moderate; middle of the road,30.0,100.0
4187,18-24,Democrat,2. Liberal,0.0,100.0
4188,55-64,Democrat,7. Extremely conservative,0.0,100.0
4189,25-34,Republican,4. Moderate; middle of the road,85.0,50.0
4190,25-34,Republican,6. Conservative,100.0,0.0
4193,45-54,Republican,5. Slightly conservative,100.0,30.0
4195,25-34,Democrat,2. Liberal,0.0,40.0
4196,55-64,Democrat,1. Extremely liberal,0.0,85.0
4198,25-34,Democrat,5. Slightly conservative,0.0,70.0
4200,55-64,Independent,3. Slightly liberal,0.0,100.0
4201,25-34,Democrat,3. Slightly liberal,0.0,100.0
4205,25-34,Democrat,1. Extremely liberal,0.0,90.0
4206,25-34,Independent,4. Moderate; middle of the road,60.0,40.0
4211,35-44,Democrat,4. Moderate; middle of the road,15.0,15.0
4212,35-44,Democrat,3. Slightly liberal,0.0,85.0
4215,45-54,Independent,5. Slightly conservative,20.0,20.0
4216,55-64,Democrat,5. Slightly conservative,15.0,70.0
4217,45-54,Republican,4. Moderate; middle of the road,70.0,60.0
4218,18-24,Republican,7. Extremely conservative,85.0,0.0
4219,45-54,Republican,6. Conservative,100.0,0.0
4221,35-44,Democrat,1. Extremely liberal,0.0,85.0
4222,35-44,Democrat,1. Extremely liberal,0.0,75.0
4223,35-44,Democrat,4. Moderate; middle of the road,15.0,85.0
4224,45-54,Democrat,2. Liberal,0.0,100.0
4227,45-54,Democrat,2. Liberal,0.0,85.0
4231,55-64,Independent,2. Liberal,50.0,70.0
4233,35-44,Republican,6. Conservative,90.0,10.0
4237,55-64,Republican,5. Slightly conservative,100.0,0.0
4238,25-34,Democrat,2. Liberal,10.0,65.0
4239,35-44,Democrat,4. Moderate; middle of the road,0.0,85.0
4240,35-44,Democrat,4. Moderate; middle of the road,0.0,100.0
4242,35-44,Independent,4. Moderate; middle of the road,0.0,0.0
4243,35-44,Democrat,4. Moderate; middle of the road,70.0,15.0
4244,18-24,Democrat,2. Liberal,30.0,75.0
4245,55-64,Republican,7. Extremely conservative,100.0,0.0
4246,35-44,Democrat,3. Slightly liberal,0.0,99.0
4247,25-34,Democrat,3. Slightly liberal,0.0,100.0
4248,55-64,Democrat,2. Liberal,0.0,70.0
4250,18-24,Republican,5. Slightly conservative,60.0,0.0
4254,25-34,Republican,5. Slightly conservative,100.0,0.0
4255,55-64,Republican,6. Conservative,70.0,15.0
4256,25-34,Republican,6. Conservative,100.0,0.0
4257,55-64,Democrat,2. Liberal,0.0,85.0
4259,55-64,Democrat,3. Slightly liberal,0.0,85.0
4260,45-54,Democrat,4. Moderate; middle of the road,15.0,85.0
4263,35-44,Independent,4. Moderate; middle of the road,0.0,60.0
4264,45-54,Democrat,1. Extremely liberal,0.0,100.0
4266,55-64,Independent,4. Moderate; middle of the road,55.0,55.0
4268,25-34,Independent,4. Moderate; middle of the road,60.0,30.0
4269,45-54,Independent,3. Slightly liberal,0.0,85.0
4271,65+,Republican,4. Moderate; middle of the road,70.0,0.0
4272,35-44,Independent,4. Moderate; middle of the road,0.0,0.0
4273,55-64,Republican,6. Conservative,100.0,0.0
4274,35-44,Republican,6. Conservative,100.0,0.0
4277,55-64,Republican,7. Extremely conservative,95.0,0.0
4278,35-44,Democrat,3. Slightly liberal,0.0,50.0
4280,25-34,Republican,7. Extremely conservative,100.0,0.0
4281,25-34,Democrat,4. Moderate; middle of the road,40.0,85.0
4282,25-34,Democrat,4. Moderate; middle of the road,50.0,50.0
4283,35-44,Republican,6. Conservative,60.0,40.0
4284,35-44,Republican,6. Conservative,100.0,0.0
4286,25-34,Democrat,3. Slightly liberal,15.0,85.0
4291,25-34,Republican,5. Slightly conservative,0.0,100.0
4292,25-34,Republican,6. Conservative,70.0,0.0
4293,35-44,Democrat,2. Liberal,0.0,100.0
4294,25-34,Democrat,4. Moderate; middle of the road,15.0,70.0
4298,35-44,Republican,7. Extremely conservative,85.0,0.0
4301,55-64,Republican,5. Slightly conservative,100.0,0.0
4305,18-24,Democrat,2. Liberal,0.0,85.0
4306,45-54,Democrat,4. Moderate; middle of the road,0.0,90.0
4307,25-34,Republican,5. Slightly conservative,85.0,15.0
4308,25-34,Independent,4. Moderate; middle of the road,70.0,15.0
4312,25-34,Republican,5. Slightly conservative,75.0,30.0
4314,45-54,Democrat,4. Moderate; middle of the road,40.0,50.0
4315,55-64,Republican,5. Slightly conservative,85.0,0.0
4316,45-54,Republican,5. Slightly conservative,85.0,15.0
4317,55-64,Republican,7. Extremely conservative,95.0,0.0
4318,25-34,Republican,7. Extremely conservative,85.0,15.0
4319,25-34,Democrat,1. Extremely liberal,0.0,85.0
4321,45-54,Democrat,4. Moderate; middle of the road,0.0,87.0
4322,25-34,Democrat,3. Slightly liberal,0.0,75.0
4325,25-34,Democrat,2. Liberal,0.0,100.0
4327,45-54,Republican,4. Moderate; middle of the road,50.0,60.0
4333,65+,Republican,6. Conservative,100.0,0.0
4335,55-64,Democrat,4. Moderate; middle of the road,0.0,85.0
4338,25-34,Republican,4. Moderate; middle of the road,40.0,70.0
4342,55-64,Independent,4. Moderate; middle of the road,50.0,70.0
4344,25-34,Democrat,2. Liberal,0.0,75.0
4345,35-44,Democrat,4. Moderate; middle of the road,0.0,50.0
4348,45-54,Independent,4. Moderate; middle of the road,60.0,50.0
4349,45-54,Democrat,2. Liberal,0.0,85.0
4351,45-54,Democrat,5. Slightly conservative,0.0,85.0
4352,25-34,Republican,3. Slightly liberal,20.0,55.0
4353,45-54,Democrat,4. Moderate; middle of the road,0.0,60.0
4354,45-54,Democrat,2. Liberal,15.0,70.0
4356,45-54,Republican,3. Slightly liberal,0.0,60.0
4357,25-34,Republican,6. Conservative,60.0,5.0
4358,45-54,Democrat,2. Liberal,0.0,75.0
4359,25-34,Democrat,3. Slightly liberal,0.0,85.0
4360,35-44,Democrat,4. Moderate; middle of the road,70.0,0.0
4363,25-34,Republican,6. Conservative,100.0,0.0
4364,35-44,Democrat,2. Liberal,0.0,70.0
4365,25-34,Democrat,1. Extremely liberal,0.0,85.0
4366,45-54,Democrat,2. Liberal,0.0,100.0
4367,65+,Democrat,2. Liberal,0.0,100.0
4368,25-34,Republican,6. Conservative,70.0,15.0
4369,35-44,Democrat,4. Moderate; middle of the road,0.0,100.0
4372,25-34,Democrat,2. Liberal,0.0,70.0
4374,35-44,Republican,6. Conservative,90.0,0.0
4375,18-24,Republican,5. Slightly conservative,65.0,30.0
4377,45-54,Republican,6. Conservative,80.0,0.0
4378,35-44,Republican,6. Conservative,60.0,15.0
4380,18-24,Republican,7. Extremely conservative,85.0,0.0
4381,45-54,Democrat,2. Liberal,0.0,85.0
4382,25-34,Independent,4. Moderate; middle of the road,0.0,85.0
4383,25-34,Democrat,4. Moderate; middle of the road,0.0,50.0
4385,25-34,Democrat,6. Conservative,60.0,0.0
4387,25-34,Independent,1. Extremely liberal,0.0,70.0
4389,55-64,Democrat,4. Moderate; middle of the road,60.0,40.0
4392,55-64,Republican,5. Slightly conservative,100.0,0.0
4394,25-34,Democrat,3. Slightly liberal,15.0,70.0
4395,45-54,Republican,6. Conservative,82.0,47.0
4398,45-54,Democrat,4. Moderate; middle of the road,0.0,70.0
4399,55-64,Democrat,4. Moderate; middle of the road,20.0,100.0
4400,55-64,Democrat,4. Moderate; middle of the road,100.0,50.0
4401,55-64,Democrat,4. Moderate; middle of the road,50.0,50.0
4407,25-34,Democrat,2. Liberal,0.0,85.0
4408,55-64,Republican,4. Moderate; middle of the road,100.0,0.0
4409,45-54,Republican,5. Slightly conservative,60.0,0.0
4410,55-64,Republican,6. Conservative,100.0,0.0
4413,45-54,Republican,6. Conservative,65.0,30.0
4414,45-54,Democrat,6. Conservative,70.0,15.0
4418,45-54,Democrat,2. Liberal,0.0,80.0
4419,45-54,Democrat,3. Slightly liberal,0.0,85.0
4420,55-64,Democrat,3. Slightly liberal,15.0,70.0
4421,35-44,Republican,5. Slightly conservative,10.0,10.0
4422,25-34,Republican,6. Conservative,100.0,0.0
4425,25-34,Republican,5. Slightly conservative,100.0,0.0
4426,18-24,Republican,6. Conservative,85.0,0.0
4429,55-64,Democrat,4. Moderate; middle of the road,0.0,85.0
4432,55-64,Democrat,3. Slightly liberal,15.0,70.0
4434,55-64,Republican,4. Moderate; middle of the road,40.0,0.0
4435,35-44,Republican,5. Slightly conservative,65.0,5.0
4440,45-54,Republican,3. Slightly liberal,0.0,85.0
4443,18-24,Republican,7. Extremely conservative,100.0,0.0
4444,25-34,Independent,4. Moderate; middle of the road,65.0,30.0
4446,45-54,Republican,6. Conservative,100.0,0.0
4448,45-54,Republican,4. Moderate; middle of the road,20.0,0.0
4449,25-34,Democrat,4. Moderate; middle of the road,0.0,70.0
4450,55-64,Democrat,2. Liberal,0.0,60.0
4452,25-34,Democrat,2. Liberal,0.0,60.0
4454,65+,Democrat,4. Moderate; middle of the road,0.0,100.0
4457,45-54,Republican,6. Conservative,85.0,0.0
4460,45-54,Republican,4. Moderate; middle of the road,90.0,15.0
4461,25-34,Democrat,2. Liberal,0.0,70.0
4467,55-64,Democrat,1. Extremely liberal,0.0,100.0
4469,35-44,Democrat,3. Slightly liberal,15.0,20.0
4471,25-34,Republican,6. Conservative,100.0,0.0
4472,35-44,Republican,6. Conservative,65.0,35.0
4473,45-54,Democrat,3. Slightly liberal,0.0,50.0
4478,35-44,Republican,4. Moderate; middle of the road,15.0,50.0
4480,45-54,Democrat,2. Liberal,0.0,70.0
4485,55-64,Republican,6. Conservative,100.0,25.0
4487,25-34,Republican,6. Conservative,60.0,10.0
4490,25-34,Republican,6. Conservative,70.0,30.0
4493,25-34,Republican,4. Moderate; middle of the road,85.0,40.0
4494,25-34,Democrat,2. Liberal,0.0,70.0
4496,25-34,Republican,5. Slightly conservative,90.0,10.0
4500,45-54,Democrat,2. Liberal,0.0,85.0
4501,25-34,Republican,5. Slightly conservative,40.0,40.0
4503,35-44,Democrat,7. Extremely conservative,50.0,60.0
4507,25-34,Republican,7. Extremely conservative,100.0,0.0
4508,45-54,Democrat,3. Slightly liberal,0.0,85.0
4509,25-34,Democrat,2. Liberal,15.0,60.0
4511,55-64,Democrat,3. Slightly liberal,5.0,80.0
4512,35-44,Democrat,3. Slightly liberal,10.0,80.0
4515,55-64,Republican,7. Extremely conservative,100.0,1.0
4518,35-44,Republican,6. Conservative,85.0,0.0
4520,65+,Democrat,4. Moderate; middle of the road,0.0,100.0
4521,25-34,Republican,4. Moderate; middle of the road,15.0,40.0
4530,55-64,Democrat,3. Slightly liberal,0.0,100.0
4534,55-64,Democrat,2. Liberal,0.0,85.0
4536,25-34,Republican,3. Slightly liberal,85.0,50.0
4538,25-34,Democrat,3. Slightly liberal,15.0,60.0
4539,25-34,Democrat,2. Liberal,0.0,85.0
4540,35-44,Democrat,4. Moderate; middle of the road,45.0,60.0
4541,25-34,Republican,5. Slightly conservative,75.0,25.0
4544,45-54,Republican,4. Moderate; middle of the road,0.0,100.0
4545,35-44,Democrat,4. Moderate; middle of the road,0.0,50.0
4549,18-24,Democrat,3. Slightly liberal,18.0,85.0
4551,55-64,Republican,6. Conservative,100.0,0.0
4559,35-44,Democrat,3. Slightly liberal,40.0,60.0
4560,55-64,Republican,4. Moderate; middle of the road,60.0,65.0
4562,35-44,Republican,7. Extremely conservative,60.0,100.0
4563,45-54,Republican,3. Slightly liberal,70.0,15.0
4564,18-24,Republican,4. Moderate; middle of the road,70.0,40.0
4566,55-64,Democrat,6. Conservative,0.0,90.0
4567,65+,Republican,4. Moderate; middle of the road,50.0,15.0
4568,35-44,Republican,5. Slightly conservative,85.0,30.0
4573,25-34,Republican,5. Slightly conservative,60.0,40.0
4580,55-64,Republican,5. Slightly conservative,85.0,0.0
4581,25-34,Democrat,3. Slightly liberal,2.0,45.0
4582,35-44,Republican,5. Slightly conservative,80.0,30.0
4583,45-54,Republican,5. Slightly conservative,90.0,10.0
4585,25-34,Democrat,2. Liberal,0.0,70.0
4588,55-64,Republican,6. Conservative,90.0,10.0
4590,35-44,Democrat,2. Liberal,0.0,90.0
4591,45-54,Democrat,4. Moderate; middle of the road,0.0,60.0
4593,45-54,Democrat,2. Liberal,0.0,70.0
4594,55-64,Republican,6. Conservative,85.0,30.0
4595,35-44,Republican,5. Slightly conservative,60.0,40.0
4597,45-54,Democrat,5. Slightly conservative,50.0,50.0
4598,35-44,Republican,4. Moderate; middle of the road,85.0,100.0
4600,35-44,Democrat,4. Moderate; middle of the road,10.0,85.0
4602,35-44,Republican,4. Moderate; middle of the road,100.0,0.0
4611,55-64,Republican,6. Conservative,60.0,30.0
4614,55-64,Democrat,4. Moderate; middle of the road,80.0,30.0
4619,25-34,Democrat,2. Liberal,0.0,75.0
4621,35-44,Democrat,4. Moderate; middle of the road,0.0,70.0
4623,25-34,Democrat,4. Moderate; middle of the road,0.0,60.0
4627,55-64,Republican,6. Conservative,85.0,0.0
4628,45-54,Republican,5. Slightly conservative,0.0,50.0
4631,18-24,Republican,5. Slightly conservative,60.0,40.0
4633,18-24,Independent,5. Slightly conservative,0.0,15.0
4634,35-44,Democrat,3. Slightly liberal,60.0,85.0
4636,25-34,Independent,4. Moderate; middle of the road,30.0,75.0
4637,45-54,Democrat,2. Liberal,0.0,100.0
4640,35-44,Democrat,2. Liberal,0.0,90.0
4641,55-64,Republican,7. Extremely conservative,100.0,0.0
4642,35-44,Democrat,2. Liberal,0.0,70.0
4643,45-54,Democrat,2. Liberal,0.0,85.0
4645,45-54,Republican,5. Slightly conservative,70.0,40.0
4646,45-54,Republican,4. Moderate; middle of the road,60.0,15.0
4647,45-54,Democrat,4. Moderate; middle of the road,85.0,40.0
4648,35-44,Democrat,2. Liberal,0.0,70.0
4650,45-54,Republican,4. Moderate; middle of the road,60.0,40.0
4652,18-24,Democrat,3. Slightly liberal,0.0,85.0
4653,55-64,Democrat,4. Moderate; middle of the road,0.0,85.0
4654,55-64,Republican,4. Moderate; middle of the road,100.0,0.0
4656,25-34,Democrat,2. Liberal,0.0,70.0
4658,35-44,Republican,4. Moderate; middle of the road,60.0,35.0
4659,35-44,Democrat,4. Moderate; middle of the road,50.0,50.0
4660,18-24,Democrat,4. Moderate; middle of the road,15.0,60.0
4661,25-34,Democrat,2. Liberal,0.0,100.0
4663,25-34,Republican,6. Conservative,65.0,15.0
4665,55-64,Republican,6. Conservative,100.0,0.0
4667,55-64,Republican,4. Moderate; middle of the road,30.0,60.0
4668,25-34,Democrat,1. Extremely liberal,0.0,50.0
4671,45-54,Democrat,2. Liberal,30.0,70.0
4676,55-64,Democrat,2. Liberal,0.0,100.0
4677,45-54,Democrat,4. Moderate; middle of the road,45.0,40.0
4681,35-44,Democrat,3. Slightly liberal,15.0,100.0
4683,55-64,Democrat,5. Slightly conservative,85.0,50.0
4685,35-44,Republican,6. Conservative,71.0,30.0
4688,18-24,Democrat,3. Slightly liberal,50.0,60.0
4689,55-64,Democrat,4. Moderate; middle of the road,0.0,100.0
4690,45-54,Democrat,6. Conservative,85.0,15.0
4692,35-44,Democrat,4. Moderate; middle of the road,30.0,80.0
4693,55-64,Republican,4. Moderate; middle of the road,70.0,50.0
4694,55-64,Republican,6. Conservative,80.0,10.0
4695,55-64,Republican,6. Conservative,100.0,50.0
4696,45-54,Independent,4. Moderate; middle of the road,50.0,50.0
4697,18-24,Democrat,3. Slightly liberal,0.0,60.0
4700,25-34,Democrat,4. Moderate; middle of the road,15.0,100.0
4702,25-34,Republican,4. Moderate; middle of the road,80.0,0.0
4703,25-34,Republican,6. Conservative,85.0,15.0
4708,18-24,Democrat,1. Extremely liberal,0.0,50.0
4712,35-44,Democrat,4. Moderate; middle of the road,50.0,50.0
4713,35-44,Democrat,1. Extremely liberal,0.0,100.0
4718,25-34,Democrat,2. Liberal,0.0,90.0
4720,65+,Republican,5. Slightly conservative,85.0,15.0
4721,35-44,Democrat,1. Extremely liberal,0.0,80.0
4722,45-54,Republican,6. Conservative,85.0,40.0
4725,45-54,Democrat,1. Extremely liberal,0.0,60.0
4727,25-34,Democrat,1. Extremely liberal,2.0,60.0
4729,35-44,Democrat,2. Liberal,0.0,70.0
4730,35-44,Democrat,4. Moderate; middle of the road,10.0,60.0
4731,35-44,Democrat,4. Moderate; middle of the road,70.0,85.0
4736,25-34,Democrat,4. Moderate; middle of the road,40.0,100.0
4737,45-54,Republican,5. Slightly conservative,60.0,30.0
4739,25-34,Republican,3. Slightly liberal,70.0,30.0
4740,45-54,Democrat,3. Slightly liberal,0.0,60.0
4741,55-64,Democrat,4. Moderate; middle of the road,0.0,100.0
4743,35-44,Republican,7. Extremely conservative,100.0,70.0
4744,35-44,Republican,6. Conservative,80.0,30.0
4745,25-34,Democrat,2. Liberal,0.0,60.0
4747,25-34,Democrat,4. Moderate; middle of the road,40.0,80.0
4750,55-64,Democrat,2. Liberal,30.0,70.0
4753,25-34,Democrat,1. Extremely liberal,0.0,95.0
4756,45-54,Republican,6. Conservative,90.0,5.0
4758,55-64,Democrat,2. Liberal,0.0,85.0
4759,45-54,Democrat,2. Liberal,50.0,50.0
4762,35-44,Republican,4. Moderate; middle of the road,75.0,30.0
4763,25-34,Democrat,2. Liberal,0.0,70.0
4764,55-64,Democrat,4. Moderate; middle of the road,100.0,70.0
4765,35-44,Independent,4. Moderate; middle of the road,85.0,0.0
4766,35-44,Republican,5. Slightly conservative,70.0,0.0
4767,55-64,Republican,5. Slightly conservative,60.0,30.0
4769,55-64,Republican,6. Conservative,85.0,40.0
4774,55-64,Republican,7. Extremely conservative,90.0,0.0
4776,25-34,Republican,5. Slightly conservative,70.0,2.0
4777,45-54,Democrat,1. Extremely liberal,0.0,85.0
4779,45-54,Republican,6. Conservative,100.0,0.0
4780,55-64,Republican,4. Moderate; middle of the road,100.0,15.0
4782,25-34,Democrat,2. Liberal,15.0,70.0
4783,25-34,Democrat,4. Moderate; middle of the road,50.0,50.0
4784,55-64,Democrat,2. Liberal,0.0,95.0
4786,35-44,Democrat,4. Moderate; middle of the road,85.0,0.0
4787,35-44,Republican,5. Slightly conservative,50.0,50.0
4788,35-44,Republican,4. Moderate; middle of the road,10.0,2.0
4789,35-44,Democrat,2. Liberal,0.0,100.0
4790,35-44,Republican,6. Conservative,95.0,20.0
4791,55-64,Republican,7. Extremely conservative,100.0,5.0
4793,45-54,Democrat,4. Moderate; middle of the road,15.0,30.0
4795,55-64,Republican,5. Slightly conservative,60.0,30.0
4797,45-54,Democrat,4. Moderate; middle of the road,30.0,50.0
4798,25-34,Republican,6. Conservative,40.0,15.0
4799,55-64,Republican,6. Conservative,100.0,0.0
4800,45-54,Democrat,3. Slightly liberal,0.0,85.0
4801,45-54,Democrat,3. Slightly liberal,10.0,90.0
4802,55-64,Republican,6. Conservative,70.0,15.0
4803,45-54,Democrat,3. Slightly liberal,10.0,95.0
4807,45-54,Democrat,3. Slightly liberal,0.0,85.0
4808,65+,Republican,6. Conservative,90.0,30.0
4809,35-44,Republican,5. Slightly conservative,100.0,15.0
4812,18-24,Republican,7. Extremely conservative,100.0,0.0
4813,45-54,Independent,3. Slightly liberal,25.0,50.0
4814,55-64,Democrat,7. Extremely conservative,0.0,100.0
4816,35-44,Republican,4. Moderate; middle of the road,85.0,60.0
4817,25-34,Democrat,2. Liberal,0.0,75.0
4818,18-24,Independent,4. Moderate; middle of the road,40.0,30.0
