text,cmp_code,id,immigration_related
"en plus de s’enligner vers la cible de réduction recommandée par le Groupe d’experts intergouvernemental sur l’évolution du climat (GIEC) pour éviter un réchauffement climatique aux conséquences irréversibles, soit une réduction de 25 à 40 % des émissions de gaz à effet de serre, par rapport au niveau de 1990, d’ici 2020.",501,62901_200810,FALSE
"Our combined investments, including Australia’s vaccine assistance, ongoing development program in Southeast Asia (over $1 billion) and the $1.5 billion loan to Indonesia for budgetary support, is our most significant investment in Southeast Asia since the 2004 Indian Ocean tsunami.",101,63621_202205,FALSE
These funds will be delivered and managed through regional economic development agencies.,301,62420_201910,FALSE
and continue to lead in tackling the illegal wildlife trade.,501,51620_201505,FALSE
"We will create stronger jobs growth by building a diverse, world-class 5-Pillar economy – by building on our strengths in Manufacturing Innovation, Advanced Services, Agriculture Exports, world-class Education and Research, as well as boosting Mining Exports",410,63622_201309,FALSE
"The Greens have already announced a jobs-rich $40bn plan to convert Snowy Hydro into a massive renewables generator, with a big build of solar, wind and storage, creating over 110,000 jobs, many of which will be in current coal and gas areas.",701,63110_202205,FALSE
- More secure within their jobs.,701,63810_200711,FALSE
Individuals who find themselves in crisis will always have someone to turn to.,504,53110_202002,FALSE
"released from the shackles of a system designed with only economic competitiveness and preparation for work in mind,",506,51110_201505,FALSE
"provide $17.9 million to the Business Energy Advice program to fund advisory services and tools for small and medium businesses to help them navigate the electricity retail market, adopt more efficient technologies, and reduce their energy costs.",416.2,63621_202205,FALSE
and introduce a time-limited supplementary Corporation Tax charge on the banking sector to ensure it continues to make a fair contribution to fiscal consolidation.,403,51421_201505,FALSE
"Strengthened by common values and purposes, this relationship has provided an unprecedented degree of bilateral cooperation.",101,61620_200411,FALSE
"Under Stephen Harper's leadership, Canada will emerge stronger and more united than ever before.",601,62623_200810,FALSE
"By 1 July 2023, the Super Home Buyer Scheme will allow first home buyers to invest up to $50,000 or up to 40 per cent of their superannuation (whichever is less) to help with the purchase of their first home.",401,63621_202205,FALSE
"at home, wasting their vote on candidates and parties that cannot win, or voting for those who are at best ambivalent about the Union. The party that has most Members of Parliament elected after this election will be seen as the voice of Northern Ireland.",NA,51903_201912,FALSE
raising the tax-free Personal Allowance so that those working 30 hours on the Minimum Wage pay no Income Tax at all,404,51620_201505,FALSE
POWERING PAST COAL AND GAS,H,63110_202205,FALSE
The Choice,H,63620_201905,FALSE
Integrate health and care services so as to look after carers as well as those they care for.,504,51110_201505,FALSE
The biggest problem that young people face in getting on the housing ladder is the deposit.,403,51620_201912,FALSE
We will maintain our Article 5 collective security commitments to NATO because we are stronger when we have our allies at our side.,107,61320_201611,FALSE
Every diplomatic office will arrange at least one significant seminar in the  next twelve months to showcase the research strength of ireland.,411,53620_201102,FALSE
That sound consensus was replaced with impotent grandstanding on the part of the current President and his Secretaries of State.,305.2,61620_201611,FALSE
and take steps to reduce the proportion of FOI requests where information is withheld by government departments.,202.1,51421_201706,FALSE
Decarbonising transport,NA,51110_201505,FALSE
Canada’s national rail systems are in decline.,411,62110_200810,FALSE
"The strong powers we have provided the eSafety Commissioner through the Online Safety Act ensures these cohorts are better protected and supported in dealing with online abuse and harm, but we know that tailored measures are often required to effectively reach diverse communities.",503,63621_202205,FALSE
Democrats know that the United States must preserve our leadership in the Internet economy.,601,61320_201211,FALSE
Labor is committed to ensuring that the tax system is fair for all Australians.,503,63320_201607,FALSE
affirming the right of States and the federal government not to recognize samesex relationships licensed in other jurisdictions.,301,61620_201211,FALSE
"When last in office, Labor crippled Employee Share Schemes;",402,63621_202205,FALSE
Boris Johnson’s Deal,H,51430_201912,FALSE
Legislate to ensure the registration of fathers’ names on the birth certificates of their child,503,53110_201602,FALSE
We have also strengthened digital and communications infrastructure.,411,63621_201905,FALSE
"Make preparations to replace both Council Tax and the Uniform Business Rate by a system of Land Value Tax, where the level of taxation depends on the rental value of the land concerned.",503,51110_201505,FALSE
Reduce the voting age to 16.,202.1,53231_202002,FALSE
"Locking up terrorists: Our Government has taken decisive action to prevent, detect and deter terror attacks, with:",104,63621_202205,FALSE
"We will also continue to work with Garda management and the Policing Authority to implement reforms that will provide greater confidence, protection, transparency and efficiency to crime reduction, detection and prosecution, across our country.",605.1,53520_201602,FALSE
"delivering regional security institutions including the Blackrock Peacekeeping and Humanitarian Assistance and Disaster Relief Camp in Fiji and the Pacific Fusion Centre in Port Vila, which are both operational.",104,63620_202205,FALSE
This will cost €1m based on similar models.,504,53620_202002,FALSE
Encouraging the next generation of artists and musicians,H,53520_202002,FALSE
"accorder au Québec une place à l’UNESCO sur le modèle de la Francophonie, c’est-à-dire une voix, un siège, un vote.",107,62901_200810,FALSE
"Transition to a qualified, graduate-led workforce, by increasing staff wages and enhancing training opportunities.",504,51320_201706,FALSE
Australia is already on the road to becoming one of the most trusted and reliable suppliers of the essential materials for 21st Century technologies.,107,63621_202205,FALSE
"More than 100,000 tourism-related businesses are in regional Australia, where around 44 cents of every visitor dollar is spent.",402,63621_202205,FALSE
The way to put money back is people’s pockets is by reducing the costs of living.,403,53321_201602,FALSE
Cost of living payments.,409,63620_202205,FALSE
Its one-size-fits-all approach to every issue threatens the diversity of the country’s financial system,403,61620_201611,FALSE
This is an investment in the future of the Reef and in Australian jobs.,701,63810_202205,FALSE
